user_id
17975490
18088038
1125071
29501253
232268199
15764644
939091
26642006
17494010
2434051392
970207298
27493883
17070113
1651522832
357606935
227837742
25073877
15669672
50769180
45840174
112047805
334715818
110445334
33608041
2353605901
722528529716383744
25202268
19644592
335312037
347899850
136004952
26969416
19902709
305073570
174151902
7587032
45715838
16129920
73754019
14888467
32871086
16041234
14511951
40302336
38354090
14335586
21268897
815733290955112448
240760644
111400999
503400523
823367015830323201
27995424
45261768
2597666894
19929890
33915298
268676434
33519870
17801716
1200214398
3150940290
560762145
109930762
395010447
19211550
292929271
41634520
127941629
138182116
252398355
43855487
14345812
742453163098296320
28838219
17028405
16786960
455684839
369613362
1917731
288277167
2729615444
14190948
39308549
34900333
90651198
20713061
236610403
4691437897
117366399
568143078
18809812
85794542
34580330
104848816
453473029
535643852
87679233
803788403179474945
49457533
13218102
24136198
16597389
25235151
14730894
753385398718521344
31483387
16374678
419181069
13918492
16331010
13049362
84734907
248884036
1652541
603025587
188019606
16002085
2884771
22138134
12
321660575
19410511
14173315
1489840663
2293315159
16973333
16012783
17143007
203123011
14677919
22650211
21344507
139847909
1152385955187298304
1345185876
15464697
21619519
933128688
14755492
36169080
27075032
248735463
1283359081
917389190328877056
2902504253
25598396
846801440706351104
24026862
16397938
1880725393
456958080
2467791
3223426134
49698134
4970411
1947301
37723353
3108351
51241574
820452522494226433
38287098
71028123
215207998
64197283
211994193
20640982
15084853
34310801
11864172
24439201
1266209922
408902268
187991050
106837822
44513878
182398325
46213956
701725963
807095
19038934
18502842
35773039
21866939
19000033
14780915
16935292
21419504
21258217
25209196
130557513
548384458
4842325334
170254080
813286
1243832866938572800
1634248890
216647845
40638800
29358147
2467720274
21445143
20094409
13491312
1060890857983881218
47267188
234132150
842550390818201600
14697575
240605588
844486678324658176
15808647
20433284
20993636
141163282
23626407
